=== supervisor: starting worker (restart 0/20) at 2026-08-03T12:38:01Z
{
	"scope": "sample",
	"manifest": "/Users/Flo/GitHub/palette/research/v3/data/oracle-ladder/manifest.json",
	"prompt": "group-a.v1/B",
	"prompt_hash": "c46f055e873fe7a0b9b569b1fd1444a194d3803ff11196e4f71441b7d07e6fc4",
	"artworks": 400,
	"images": 1800,
	"already_done": 0,
	"queued": 1800,
	"poisoned_over_attempt_cap": 0,
	"queued_by_long_edge_bin": {
		"0-160": 452,
		"161-240": 15,
		"241-340": 474,
		"341-440": 60,
		"441-560": 270,
		"561-680": 238,
		"681-900": 242,
		"901-1400": 25,
		"1401+": 24
	},
	"largest_queued_px": 3000,
	"resolution_policy": "native",
	"out": "../../data/oracle-ladder/ladder-codec-control-1.jsonl",
	"constrained_decoding": true
}
loading mlx-community/Qwen3-VL-30B-A3B-Instruct-6bit @ f31102655767 ...
 Fetching 18 files:   0%|          | 0/18 [00:00<?, ?it/s] Fetching 18 files: 100%|██████████| 18/18 [00:00<00:00, 5266.29it/s]
model loaded in 4.4s
canary baseline set: {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1099/1800] 5c81543674fd 700px ok 3.4s (2.8s/item avg, ~32 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1100/1800] 6478e9b461c9 640px ok 3.3s (2.8s/item avg, ~32 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1101/1800] f6e43b68717b 482px ok 2.9s (2.8s/item avg, ~32 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1102/1800] 853322ae0fe1 640px ok 3.3s (2.8s/item avg, ~32 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1103/1800] 8ce7c705e676 700px ok 3.7s (2.8s/item avg, ~32 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1104/1800] c94aa7c13637 700px ok 3.9s (2.8s/item avg, ~32 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1105/1800] d9290c57b7ff 332px ok 2.6s (2.8s/item avg, ~32 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1106/1800] 768a4cb45980 482px ok 3.0s (2.8s/item avg, ~32 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1107/1800] 1f2b9976fcc1 332px ok 2.5s (2.8s/item avg, ~32 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1108/1800] 221675e27b7e 333px ok 2.6s (2.8s/item avg, ~32 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1109/1800] 43f72e231192 333px ok 2.5s (2.8s/item avg, ~32 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1110/1800] 5008f4f9890d 700px ok 3.5s (2.8s/item avg, ~32 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1111/1800] 51a50170f4bd 300px ok 2.4s (2.8s/item avg, ~32 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1112/1800] 7a9f709bb449 700px ok 3.7s (2.8s/item avg, ~32 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1113/1800] bb2c6d36183d 482px ok 3.0s (2.8s/item avg, ~32 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1114/1800] 967eabe51cbe 147px ok 2.6s (2.8s/item avg, ~32 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1115/1800] df057020df1f 332px ok 2.6s (2.8s/item avg, ~32 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1116/1800] 8559fe9e6f57 700px ok 3.7s (2.8s/item avg, ~32 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1117/1800] 33577313db38 147px ok 2.5s (2.8s/item avg, ~32 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1118/1800] d76d845e33b9 482px ok 3.1s (2.8s/item avg, ~32 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'linear', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1119/1800] cdd4f96a94dd 482px ok 2.9s (2.8s/item avg, ~31 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1120/1800] 31a2865223ad 147px ok 2.4s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1121/1800] 48c2e209baf5 640px ok 3.3s (2.8s/item avg, ~31 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1122/1800] 8cca6ad26b00 332px ok 2.7s (2.8s/item avg, ~31 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1123/1800] bfdd01d451b2 147px ok 2.5s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1124/1800] c9592efe4753 368px ok 2.7s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1125/1800] 088a0cbc332b 332px ok 2.5s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1126/1800] ecd147cfb04d 350px ok 2.8s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1127/1800] 41ad4095d032 700px ok 3.7s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1128/1800] d94dfeacb728 482px ok 3.2s (2.8s/item avg, ~31 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1129/1800] 879ce3e0e75a 333px ok 2.7s (2.8s/item avg, ~31 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1130/1800] fbeefb00be48 700px ok 3.9s (2.8s/item avg, ~31 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1131/1800] a377aeb35c90 332px ok 2.6s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1132/1800] 48c2e209baf5 318px ok 2.5s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1133/1800] 52e8a735c516 147px ok 2.5s (2.8s/item avg, ~31 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1134/1800] c42eb59f3d64 332px ok 2.6s (2.8s/item avg, ~31 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1135/1800] 4b50cf0c0ac5 147px ok 2.4s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1136/1800] c9e936c4cac2 368px ok 2.7s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1137/1800] 37379ec330d1 640px ok 3.6s (2.8s/item avg, ~31 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1138/1800] 2e903dbde9f7 333px ok 2.5s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1139/1800] 2bde6e2fc12b 333px ok 2.7s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1140/1800] 34b0f78d4048 147px ok 2.4s (2.8s/item avg, ~31 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1141/1800] 862ae92add8a 700px ok 4.1s (2.8s/item avg, ~30 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1142/1800] 302e3e176b93 368px ok 2.6s (2.8s/item avg, ~30 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1143/1800] d7c7e2b2b9bc 147px ok 2.5s (2.8s/item avg, ~30 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1144/1800] 291cb109743c 332px ok 2.6s (2.8s/item avg, ~30 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1145/1800] f16b9facbba4 332px ok 2.7s (2.8s/item avg, ~30 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1146/1800] 31232794819b 332px ok 2.4s (2.8s/item avg, ~30 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1147/1800] c9fbb83c728d 640px ok 3.3s (2.8s/item avg, ~30 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1148/1800] e7791800399b 483px ok 3.0s (2.8s/item avg, ~30 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1149/1800] 281c7c5baafe 332px ok 2.5s (2.8s/item avg, ~30 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1150/1800] 94c63c5fdd70 333px ok 2.6s (2.8s/item avg, ~30 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1151/1800] 329f6fd3e3a4 700px ok 3.5s (2.8s/item avg, ~30 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1152/1800] 79e7934bf1ac 332px ok 2.7s (2.8s/item avg, ~30 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1153/1800] 506e4c4521e0 640px ok 3.4s (2.8s/item avg, ~30 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1154/1800] d6ec7fb5752a 147px ok 2.6s (2.8s/item avg, ~30 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1155/1800] 786a62e00979 200px ok 2.5s (2.8s/item avg, ~30 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1156/1800] d6d018858720 147px ok 2.4s (2.8s/item avg, ~30 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1157/1800] cdd4f96a94dd 640px ok 3.6s (2.8s/item avg, ~30 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1158/1800] 48c2e209baf5 482px ok 3.2s (2.8s/item avg, ~30 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1159/1800] c43e7c8cfbd6 147px ok 2.7s (2.8s/item avg, ~30 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1160/1800] 5f5af7675505 1425px ok 9.1s (2.8s/item avg, ~30 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1161/1800] 241f28d5298e 147px ok 2.4s (2.8s/item avg, ~30 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1162/1800] 63b2bb8fb64a 333px ok 2.7s (2.8s/item avg, ~30 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1163/1800] 49b33cfa0bdb 147px ok 2.5s (2.8s/item avg, ~30 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1164/1800] f6e43b68717b 147px ok 2.5s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1165/1800] d8767320f854 482px ok 2.8s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1166/1800] d0e43b8fa079 147px ok 2.4s (2.8s/item avg, ~29 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1167/1800] 16db93f0cb9e 700px ok 3.5s (2.8s/item avg, ~29 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1168/1800] abdd2df04922 482px ok 2.8s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1169/1800] 21a09023fd64 482px ok 3.0s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1170/1800] 244939ff948d 483px ok 3.1s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1171/1800] bb120f2d7813 482px ok 3.0s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1172/1800] fcbe3c60804b 333px ok 2.4s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1173/1800] f0d8719de8e7 333px ok 2.5s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1174/1800] 08ba5be85188 332px ok 2.5s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1175/1800] 48c2e209baf5 483px ok 2.9s (2.8s/item avg, ~29 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1176/1800] ea7e2ae9c5d5 147px ok 2.3s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1177/1800] 47b420288547 700px ok 3.6s (2.8s/item avg, ~29 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1178/1800] c9132d67fb5f 640px ok 3.3s (2.8s/item avg, ~29 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1179/1800] 1f99a6b00ed0 147px ok 2.4s (2.8s/item avg, ~29 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1180/1800] dbfffd58b224 112px ok 2.4s (2.8s/item avg, ~29 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1181/1800] 75a7c16a155c 1082px ok 5.6s (2.8s/item avg, ~29 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
